Load1;Ts_o_1;Ts_i_1;Tp_o_1;Tp_i_1;Load2;Ts_o_2;Ts_i_2;Tp_o_2;Tp_i_2;Load3;Ts_o_3;Ts_i_3;Tp_o_3;Tp_i_3
2.31465E-08;67.1;23.1;26;88;2.99881E-08;67.2;23.1;25.9;88;3.5335E-08;67.1;23;26;88
1.18447E-07;68.5;27.7;27.4;89.1;1.58218E-07;68.5;27.7;27.2;89.1;1.80712E-07;68.5;27.7;27.4;89.1
7.86728E-08;68.5;27.5;26.7;89;1.05005E-07;68.5;27.5;26.7;89;1.20077E-07;68.5;27.5;26.7;89
9.18237E-08;68.4;24.5;26.3;89;1.28255E-07;68.4;24.5;26.5;89.1;1.40138E-07;68.4;24.5;26.3;89
1.38186E-08;68.6;26.6;25.4;88;1.26766E-08;67.1;26.6;27.1;88;2.17143E-08;68.6;22.9;26.4;88
2.31465E-08;67.1;23.1;26;88;3.09302E-08;66.2;23.1;26;88;3.35182E-08;68.6;22;25.4;87.9
1.18409E-07;68.5;27.7;27.4;89.1;1.5831E-07;68.3;27.7;27.2;89.1;1.8422E-07;68.9;27.7;27.5;89.1
7.86854E-08;68.5;27.5;26.7;89;1.0503E-07;68.5;27.5;26.7;89;1.13205E-07;68.5;24.6;26.6;88.9
1.04483E-07;68.4;31.4;30.7;88.9;1.39611E-07;68.4;31.4;30.7;88.9;1.66024E-07;69;30.1;30.3;89
-1.25967E-12;69.1;39.6;37.4;86.6;-1.68236E-12;69.1;39.6;37.4;86.6;-1.92247E-12;69.3;40.1;37.5;86.6
1.8788E-08;68;23.8;26.6;87.6;3.09975E-08;68.1;23.8;26.6;87.7;2.59053E-08;68;23.6;27.1;87.6
2.91992E-08;68.3;22.5;25.9;87.8;3.09302E-08;66.5;22.5;26;87.7;4.46782E-08;68.3;22.4;25.8;87.8
2.69381E-08;68.5;22.3;25.5;87.8;3.91738E-08;67.4;22.3;26;87.8;4.11697E-08;68.5;22.2;25.5;87.8
-6.29836E-14;68.4;22.2;25.4;83.9;-8.41182E-14;67.5;22.2;25.9;84;-9.61234E-14;68.4;22.2;25.3;83.9
0;68.4;22.1;25;80;0;67.4;22.1;25.5;80.1;0;68.4;22.1;24.9;80
0;68.3;22;24.6;76.3;0;67.4;22;25.1;76.4;0;68.3;21.9;24.5;76.3
3.24554E-08;66.3;26.9;25.6;86.8;4.32536E-08;65.9;26.9;25.8;86.8;4.96093E-08;66.3;26.8;25.5;86.8
1.9928E-08;65.3;23;25.8;87.6;2.7044E-08;65.1;23;25.9;87.6;3.41046E-08;65.4;23.2;26;87.7
2.93063E-08;66.8;22.8;26;87.8;3.90561E-08;66.7;22.8;26.1;87.8;4.09966E-08;66.8;22.7;26;87.8
2.67932E-08;67.6;22.7;26;87.8;3.25369E-08;67.5;22.7;25.9;87.8;4.09486E-08;67.6;22.7;26;87.8
1.16217E-07;68.7;27.4;27;89.1;1.61339E-07;68.7;27.4;27.6;89.1;1.80856E-07;68.7;27.7;27.3;89.1
8.11858E-08;68.5;27.6;26.7;89;9.89482E-08;68.5;27.6;26.6;88.9;1.20097E-07;68.5;27.5;26.7;89
9.16789E-08;68.4;24.6;26.4;89;1.30509E-07;68.8;24.6;26.1;89.1;1.40206E-07;68.4;24.5;26.3;89
1.38753E-08;68.6;26.6;25.4;88;1.53347E-08;68.7;26.6;25.6;88;2.11183E-08;68.6;26.6;25.4;88
2.07405E-08;67;22.8;25.8;87.9;3.00049E-08;67.2;22.8;25.8;88;3.53542E-08;67.1;23;26;88
1.19108E-07;68.5;25.5;27.5;89.1;1.58319E-07;68.5;25.5;27.2;89.1;1.80827E-07;68.5;27.7;27.3;89.1
7.68085E-08;68.4;24.1;26.6;88.9;1.05072E-07;68.5;24.1;26.6;89;1.20154E-07;68.5;27.5;26.7;89
9.70325E-08;68.8;23.9;26.2;89.1;1.28339E-07;68.4;23.9;26.5;89.1;1.46627E-07;68.4;27.2;26.5;89.1
1.14945E-08;68.7;26.7;25.6;88;1.26766E-08;67.1;26.7;27.1;88;1.44954E-08;67.1;25.9;27.1;88
